pb_acc	gene
ENSMUST00000160029.2	Vcan
ENSMUST00000160046.2	Txndc5
ENSMUST00000160065.2	Gm16133
ENSMUST00000160087.8	Wnk2
ENSMUST00000160115.8	Wdr41
ENSMUST00000160139.8	Gfm2
ENSMUST00000160151.8	Fancc
ENSMUST00000160166.2	Fancc
ENSMUST00000160232.8	Xrcc4
ENSMUST00000160241.2	Gm15810
ENSMUST00000160278.3	Gm16133
ENSMUST00000160279.8	Tex56
ENSMUST00000160304.8	Tbce
ENSMUST00000160310.2	Zfp346
ENSMUST00000160322.8	Sgtb
ENSMUST00000160331.2	Polr3g
ENSMUST00000160333.8	Fancc
ENSMUST00000160336.8	Fancc
ENSMUST00000160351.2	Gm16243
ENSMUST00000160363.2	Dcdc2a
ENSMUST00000160385.2	4833422C13Rik
ENSMUST00000160400.2	Sdha
ENSMUST00000160409.2	Wdr41
ENSMUST00000160412.2	Pde8b
ENSMUST00000160510.8	Tbce
ENSMUST00000160553.8	Tbce
ENSMUST00000160617.2	Fancc
ENSMUST00000160628.2	Isca1
ENSMUST00000160653.2	Txndc5
ENSMUST00000160660.8	Zfp346
ENSMUST00000160667.8	Sdha
ENSMUST00000160735.8	Fancc
ENSMUST00000160740.8	Vcan
ENSMUST00000160776.2	Tbce
ENSMUST00000160797.2	Gm16578
ENSMUST00000160801.8	Wdr41
ENSMUST00000160859.8	Ocln
ENSMUST00000160860.9	Klhl3
ENSMUST00000160900.2	Sdha
ENSMUST00000160905.2	Tex56
ENSMUST00000160931.2	Fancc
ENSMUST00000160957.9	Pde8b
ENSMUST00000160958.2	Slc6a19os
ENSMUST00000160981.2	Gfm2
ENSMUST00000160989.8	Gfm2
ENSMUST00000160999.2	Gm8185
ENSMUST00000161006.2	1700023H06Rik
ENSMUST00000161018.8	Zfp346
ENSMUST00000161077.2	Zfp346
ENSMUST00000161086.3	Sdha
ENSMUST00000161093.8	Polr3g
ENSMUST00000161201.2	Phactr1
ENSMUST00000161263.8	Sv2c
ENSMUST00000161315.8	Zfp346
ENSMUST00000161337.2	Acot12
ENSMUST00000161396.2	Xrcc4
ENSMUST00000161434.2	Sdha
ENSMUST00000161441.2	Arrdc3
ENSMUST00000161456.2	Sdha
ENSMUST00000161457.8	Tmem167
ENSMUST00000161491.3	4833422C13Rik
ENSMUST00000161507.2	Fancc
ENSMUST00000161518.2	Gfm2
ENSMUST00000161551.8	Zfp346
ENSMUST00000161554.8	Tbce
ENSMUST00000161568.8	Tmem167
ENSMUST00000161639.8	Gfm2
ENSMUST00000161656.2	Fancc
ENSMUST00000161671.2	Aggf1
ENSMUST00000161714.2	Gm16134
ENSMUST00000161817.2	Rnf182
ENSMUST00000161825.8	Gfm2
ENSMUST00000161843.8	Gfm2
ENSMUST00000161913.8	Gfm2
ENSMUST00000161917.2	Gm4117
ENSMUST00000161920.2	Polr3g
ENSMUST00000161929.8	Gfm2
ENSMUST00000161977.8	Fancc
ENSMUST00000162005.2	Slf1
ENSMUST00000162075.8	Txndc5
ENSMUST00000162086.3	Ercc6l2
ENSMUST00000162137.2	Sdha
ENSMUST00000162153.9	Pde8b
ENSMUST00000162167.2	Fgfr4
ENSMUST00000162241.8	Tbce
ENSMUST00000162288.2	Zfp346
ENSMUST00000162292.8	Pde8b
ENSMUST00000162320.2	Slf1
ENSMUST00000162326.2	Tbce
ENSMUST00000162328.8	Pde8b
ENSMUST00000162331.3	Gm15812
ENSMUST00000162375.8	Fancc
ENSMUST00000162376.2	Ccdc127
ENSMUST00000162402.2	Gm16318
ENSMUST00000162403.8	Wnk2
ENSMUST00000162412.8	Pde8b
ENSMUST00000162428.8	Zfp346
ENSMUST00000162440.2	Tbce
ENSMUST00000162450.3	Etohd2
ENSMUST00000162476.8	Zfp346
ENSMUST00000162535.2	Polr3g
ENSMUST00000162581.8	Wnk2
ENSMUST00000162653.2	Zfp346
ENSMUST00000162670.8	Pde8b
ENSMUST00000162672.8	Ccdc127
ENSMUST00000162715.2	Vcan
ENSMUST00000162716.2	Pde8b
ENSMUST00000162845.2	Kif2a
ENSMUST00000162849.2	Rreb1
ENSMUST00000162882.2	Pde8b
ENSMUST00000162904.2	Arrdc3
ENSMUST00000162921.8	Slf1
ENSMUST00000162944.8	Slf1
ENSMUST00000162967.2	Fgfr4
ENSMUST00000162971.8	Fancc
ENSMUST00000163053.3	Etohd2
ENSMUST00000163056.8	Gm5083
ENSMUST00000163091.8	Fancc
ENSMUST00000163097.2	Bdp1
ENSMUST00000163149.9	Agtpbp1
ENSMUST00000163163.9	Marveld2
ENSMUST00000163201.2	Hmgcr
ENSMUST00000163257.9	Arb2a
ENSMUST00000163280.8	Eci2
ENSMUST00000163284.2	Agtpbp1
ENSMUST00000163307.8	Depdc1b
ENSMUST00000163393.2	Irx2
ENSMUST00000163395.8	Naa35
ENSMUST00000163418.2	Ripk1
ENSMUST00000163521.2	Naa35
ENSMUST00000163534.2	Zfp58
ENSMUST00000163558.3	Ndufaf2
ENSMUST00000163595.3	Cdyl
ENSMUST00000163600.8	Ccnh
ENSMUST00000163623.3	Nedd9
ENSMUST00000163690.2	C030017D09Rik
ENSMUST00000163713.2	Ccnh
ENSMUST00000163796.8	Tspan17
ENSMUST00000163843.3	Gm17084
ENSMUST00000163888.8	Mef2c
ENSMUST00000163915.8	Tspan17
ENSMUST00000164011.8	Naa35
ENSMUST00000164111.2	Mast4
ENSMUST00000164127.8	Ccnh
ENSMUST00000164155.2	Eci3
ENSMUST00000164183.9	Wdr37
ENSMUST00000164211.2	Mast4
ENSMUST00000164215.8	Agtpbp1
ENSMUST00000164260.8	Iars1
ENSMUST00000164275.2	Iars1
ENSMUST00000164299.2	Gm2822
ENSMUST00000164421.8	Eci2
ENSMUST00000164541.2	Serpinb6b
ENSMUST00000164627.8	Serpinb6a
ENSMUST00000164671.3	Gm17450
ENSMUST00000164699.2	Gm6245
ENSMUST00000164727.8	F13a1
ENSMUST00000164737.8	Mocs2
ENSMUST00000164871.3	Mocs2
ENSMUST00000164936.10	Zfp493
ENSMUST00000164964.4	Prl3d2
ENSMUST00000164993.2	Inhba
ENSMUST00000165022.9	Mocs2
ENSMUST00000165063.8	Iars1
ENSMUST00000165077.8	Ccnh
ENSMUST00000165087.8	Mak
ENSMUST00000165129.2	Naa35
ENSMUST00000165133.3	Spata31d1b
ENSMUST00000165145.3	Gm17039
ENSMUST00000165154.2	Caml
ENSMUST00000165220.4	ENSMUSG00000121685
ENSMUST00000165225.8	Ankrd34b
ENSMUST00000165253.2	Naa35
ENSMUST00000165270.8	Iars1
ENSMUST00000165316.8	Iars1
ENSMUST00000165370.9	Agtpbp1
ENSMUST00000165477.9	Agtpbp1
ENSMUST00000165561.4	Smim13
ENSMUST00000165593.9	Ankrd55
ENSMUST00000165598.8	Agtpbp1
ENSMUST00000165656.2	Iars1
ENSMUST00000165669.9	Mocs2
ENSMUST00000165680.2	Gm17509
ENSMUST00000165841.2	Naa35
ENSMUST00000165849.2	Gm17083
ENSMUST00000165851.8	Agtpbp1
ENSMUST00000166080.2	Gm28041
ENSMUST00000166104.9	Mocs2
ENSMUST00000166109.8	Eci2
ENSMUST00000166176.9	Mocs2
ENSMUST00000166224.8	Hsd17b3
ENSMUST00000166276.2	Agtpbp1
ENSMUST00000166299.2	Dip2c
ENSMUST00000166336.9	Mast4
ENSMUST00000166354.2	Serpinb6a
ENSMUST00000166467.9	Slc17a3
ENSMUST00000166585.8	Agtpbp1
ENSMUST00000166726.8	Mast4
ENSMUST00000166867.2	Mast4
ENSMUST00000166923.9	Naa35
ENSMUST00000166932.2	Ccnh
ENSMUST00000167036.8	Eci2
ENSMUST00000167058.8	Mast4
ENSMUST00000167067.2	Irx2
ENSMUST00000167096.8	Agtpbp1
ENSMUST00000167144.2	Cd180
ENSMUST00000167163.8	Serpinb6a
ENSMUST00000167203.2	Bdp1
ENSMUST00000167237.8	Serpinb6a
ENSMUST00000167256.8	Taf9
ENSMUST00000167260.8	Serpinb6a
ENSMUST00000167271.9	Rfesd
ENSMUST00000167305.2	Nrsn1
ENSMUST00000167374.9	Ripk1
ENSMUST00000167413.8	Depdc1b
ENSMUST00000167414.2	Gm17611
ENSMUST00000167462.8	Mast4
ENSMUST00000167513.3	Slc35b3
ENSMUST00000167516.3	Gm5141
ENSMUST00000167565.3	Zfp712
ENSMUST00000167593.8	Agtpbp1
ENSMUST00000167597.8	Serpinb6a
ENSMUST00000167682.8	Zfp169
ENSMUST00000167708.4	Atxn1
ENSMUST00000167746.8	Cmah
ENSMUST00000167815.2	Bdp1
ENSMUST00000167824.3	Rab3c
ENSMUST00000167834.2	1700099I09Rik
ENSMUST00000167849.3	Gm6211
ENSMUST00000167914.2	Gm26965
ENSMUST00000167981.3	Zfp999
ENSMUST00000167986.3	Naip2
ENSMUST00000168037.2	Depdc1b
ENSMUST00000168141.2	Agtpbp1
ENSMUST00000168193.8	Actn2
ENSMUST00000168226.2	Mast4
ENSMUST00000168242.8	Naa35
ENSMUST00000168299.2	Thbs4
ENSMUST00000168350.8	Serpinb6a
ENSMUST00000168367.8	Naa35
ENSMUST00000168374.2	Hmgcr
ENSMUST00000168400.8	Serpinb6a
ENSMUST00000168625.2	Gm17108
ENSMUST00000168629.2	Or1f12
ENSMUST00000168633.2	Naa35
ENSMUST00000168684.2	Ankrd55
ENSMUST00000168736.2	Speer6-ps1
ENSMUST00000168767.9	Ramacl
ENSMUST00000168779.3	2210408I21Rik
ENSMUST00000168821.8	Agtpbp1
ENSMUST00000168855.2	Hmgcr
ENSMUST00000168871.2	Ankrd34b
ENSMUST00000168892.9	Zfp595
ENSMUST00000169028.2	Irx2
ENSMUST00000169083.8	Erbin
ENSMUST00000169114.3	Erap1
ENSMUST00000169142.8	Zfp595
ENSMUST00000169144.3	Gm17177
ENSMUST00000169196.8	Hmgcr
ENSMUST00000169202.2	Hmgcr
ENSMUST00000169228.2	Caml
ENSMUST00000169314.9	Idi1
ENSMUST00000169411.2	D130043K22Rik
ENSMUST00000169434.2	Agtpbp1
ENSMUST00000169605.8	Mast4
ENSMUST00000169652.3	Tifab
ENSMUST00000169745.8	Agtpbp1
ENSMUST00000169759.2	Eci2
ENSMUST00000169863.9	Fam169a
ENSMUST00000169945.8	Hmgcr
ENSMUST00000169960.10	Dip2c
ENSMUST00000169966.2	Hmgcr
ENSMUST00000170205.3	Gm10320
ENSMUST00000170287.8	Hmgcr
ENSMUST00000170347.4	Ccdc125
ENSMUST00000170378.8	Agtpbp1
ENSMUST00000170520.8	Agtpbp1
ENSMUST00000170538.8	Eci2
ENSMUST00000170543.2	Gm28044
ENSMUST00000170555.8	Agtpbp1
ENSMUST00000170620.2	Serpinb6a
ENSMUST00000170645.2	Gm17160
ENSMUST00000170747.8	Gm16984
ENSMUST00000170836.4	Psma2
ENSMUST00000170878.2	Cd180
ENSMUST00000170921.2	F12
ENSMUST00000170957.3	Ggps1
ENSMUST00000170985.8	Mocs2
ENSMUST00000170989.8	Eci2
ENSMUST00000170991.8	Serpinb6a
ENSMUST00000171034.8	Serpinb6a
ENSMUST00000171079.2	Gm16984
ENSMUST00000171127.4	H2ac6
ENSMUST00000171137.2	Ripk1
ENSMUST00000171178.2	Depdc1b
ENSMUST00000171229.8	Eci2
ENSMUST00000171252.8	Serpinb6a
ENSMUST00000171257.4	Gm9894
ENSMUST00000171258.8	Eci2
ENSMUST00000171262.2	D130043K22Rik
ENSMUST00000171267.2	Cd180
ENSMUST00000171324.3	Gcnt4
ENSMUST00000171334.3	Gm4938
ENSMUST00000171347.9	Ctla2b
ENSMUST00000171358.8	Mast4
ENSMUST00000171391.8	Naa35
ENSMUST00000171466.2	Zfp595
ENSMUST00000171510.2	Iars1
ENSMUST00000171518.8	Zfp58
ENSMUST00000171537.2	Hmgcr
ENSMUST00000171606.9	Agtpbp1
ENSMUST00000171686.9	Rpp40
ENSMUST00000171722.2	1700099I09Rik
ENSMUST00000171791.8	Mast4
ENSMUST00000171859.8	Tspan17
ENSMUST00000171951.2	Serpinb6a
ENSMUST00000171970.3	Bmp6
ENSMUST00000171985.2	Serpinb6a
ENSMUST00000172029.2	Ccnh
ENSMUST00000172104.8	Pde8b
ENSMUST00000172118.2	Naa35
ENSMUST00000172138.2	Cd180
ENSMUST00000172166.8	Naa35
ENSMUST00000172184.2	Serpinb6c
ENSMUST00000172254.3	Iars1
ENSMUST00000172264.8	Mast4
ENSMUST00000172266.8	Zfp456
ENSMUST00000172326.3	Spock1
ENSMUST00000172353.3	Irx2
ENSMUST00000172402.2	Depdc1b
ENSMUST00000172419.8	Naa35
ENSMUST00000172440.2	Hmgcr
ENSMUST00000172579.4	Zfp998
ENSMUST00000172581.2	Jarid2
ENSMUST00000172597.8	Mterf3
ENSMUST00000172688.4	Zfp998
ENSMUST00000172708.8	Jarid2
ENSMUST00000172766.3	Ppp1r3g
ENSMUST00000172807.2	Mterf3
ENSMUST00000172830.8	Jarid2
ENSMUST00000172924.8	Jarid2
ENSMUST00000172977.8	Jarid2
ENSMUST00000173003.2	Jarid2
ENSMUST00000173062.2	Mterf3
ENSMUST00000173067.9	Trpc7
ENSMUST00000173158.8	Mterf3
ENSMUST00000173238.8	Pak1ip1
ENSMUST00000173246.8	Jarid2
ENSMUST00000173339.2	Paip1
ENSMUST00000173367.8	Jarid2
ENSMUST00000173407.8	Mterf3
ENSMUST00000173466.3	Trpc7
ENSMUST00000173513.9	Trpc7
ENSMUST00000173583.8	Zfp998
ENSMUST00000173618.2	Pitx1
ENSMUST00000173627.8	Paip1
ENSMUST00000173704.8	Jarid2
ENSMUST00000173773.2	Mterf3
ENSMUST00000173817.9	Trpc7
ENSMUST00000173891.8	Mterf3
ENSMUST00000173906.3	Jarid2
ENSMUST00000173910.2	Mterf3
ENSMUST00000174011.8	Mterf3
ENSMUST00000174038.2	Ccnb1
ENSMUST00000174068.8	Jarid2
ENSMUST00000174086.2	Jarid2
ENSMUST00000174134.2	Mterf3
ENSMUST00000174230.2	Rpp40
ENSMUST00000174231.2	Rpp40
ENSMUST00000174339.2	Mterf3
ENSMUST00000174394.2	Jarid2
ENSMUST00000174457.9	Trpc7
ENSMUST00000174472.3	Pak1ip1
ENSMUST00000174527.8	Pak1ip1
ENSMUST00000174533.2	Paip1
ENSMUST00000174551.8	Pak1ip1
ENSMUST00000174552.8	Dip2c
ENSMUST00000174557.8	Jarid2
ENSMUST00000174606.2	Uqcrb
ENSMUST00000174683.8	Jarid2
ENSMUST00000174691.8	Paip1
ENSMUST00000174852.2	Rpp40
ENSMUST00000175637.3	Or1f12
ENSMUST00000175678.2	Zfp738
ENSMUST00000175687.2	Wdr37
ENSMUST00000175689.8	Gmnn
ENSMUST00000175703.10	Pou6f2
ENSMUST00000175768.2	Pou6f2
ENSMUST00000175813.2	Dbn1
ENSMUST00000175821.8	Zfp738
ENSMUST00000175847.8	Hnrnpk
ENSMUST00000175936.2	Map3k1
ENSMUST00000175939.2	Hnrnpk
ENSMUST00000175955.4	Pou5f2
ENSMUST00000175958.2	Wdr37
ENSMUST00000175986.2	Ripor2
ENSMUST00000176003.2	Zfp184
ENSMUST00000176044.3	Isl1
ENSMUST00000176098.8	Wdr37
ENSMUST00000176171.9	Tmem267
ENSMUST00000176176.8	Zfp169
ENSMUST00000176207.8	Hnrnpk
ENSMUST00000176257.8	Hnrnpk
ENSMUST00000176269.8	Hnrnpk
ENSMUST00000176298.2	Fbxw17
ENSMUST00000176303.2	Ripor2
ENSMUST00000176305.8	Hnrnpk
ENSMUST00000176329.8	Wdr37
ENSMUST00000176359.2	Hnrnpk
ENSMUST00000176424.8	Fbxw17
ENSMUST00000176429.8	Wdr37
ENSMUST00000176444.2	Isl1
ENSMUST00000176470.2	Fbxw17
ENSMUST00000176479.8	Fbxw17
ENSMUST00000176485.8	Nsun2
ENSMUST00000176508.2	Fbxw17
ENSMUST00000176511.8	Zfp184
ENSMUST00000176543.2	Fbxw17
ENSMUST00000176558.2	Hnrnpk
ENSMUST00000176580.8	Zfp184
ENSMUST00000176587.2	Wdr37
ENSMUST00000176609.8	Hnrnpk
ENSMUST00000176684.8	Irx4
ENSMUST00000176715.2	Wdr37
ENSMUST00000176725.8	Hnrnpk
ENSMUST00000176772.2	Fbxw17
ENSMUST00000176795.8	Pou6f2
ENSMUST00000176797.8	Hnrnpk
ENSMUST00000176812.3	Isl1
ENSMUST00000176813.8	Wdr37
ENSMUST00000176849.8	Hnrnpk
ENSMUST00000176851.2	Idi1
ENSMUST00000176888.8	Hnrnpk
ENSMUST00000176890.8	Gmnn
ENSMUST00000176898.8	Pou6f2
ENSMUST00000176913.8	Fbxw17
ENSMUST00000176922.8	Wdr37
ENSMUST00000176949.2	Zfp169
ENSMUST00000176976.2	Fbxw17
ENSMUST00000176996.8	Zfp169
ENSMUST00000177019.8	Hnrnpk
ENSMUST00000177051.8	Hnrnpk
ENSMUST00000177060.8	Hnrnpk
ENSMUST00000177112.8	Wdr37
ENSMUST00000177117.2	Hnrnpk
ENSMUST00000177174.2	Ripor2
ENSMUST00000177233.2	Fbxw17
ENSMUST00000177245.2	Fbxw17
ENSMUST00000177253.2	Gmnn
ENSMUST00000177298.8	Ripor2
ENSMUST00000177361.3	Tmem267
ENSMUST00000177377.8	Hnrnpk
ENSMUST00000177397.8	Idi1
ENSMUST00000177400.8	Idi1
ENSMUST00000177404.2	Wdr37
ENSMUST00000177409.2	Wdr37
ENSMUST00000177421.5	Gm20554
ENSMUST00000177447.2	Idi1
ENSMUST00000177469.3	Isl1
ENSMUST00000177474.2	Zfp169
ENSMUST00000177489.2	Ripor2
ENSMUST00000177497.8	Hnrnpk
ENSMUST00000177530.8	Zfp169
ENSMUST00000177537.8	Wdr37
ENSMUST00000177541.2	Fbxw17
ENSMUST00000177561.2	Gm21762
ENSMUST00000177659.3	Anxa2r2
ENSMUST00000177721.3	Gm4810
ENSMUST00000177848.3	Rad17
ENSMUST00000177907.8	Pde4d
ENSMUST00000177916.8	Zfp131
ENSMUST00000177948.2	Aspn
ENSMUST00000177950.8	Rnf44
ENSMUST00000178019.3	Gm20784
ENSMUST00000178072.2	Prl3c1
ENSMUST00000178084.2	Zcchc9
ENSMUST00000178096.3	Gm18856
ENSMUST00000178142.2	Nim1k
ENSMUST00000178271.3	Zfp131
ENSMUST00000178288.3	Gm8546
ENSMUST00000178289.3	AW209491
ENSMUST00000178294.8	Gmds
ENSMUST00000178313.2	Gmds
ENSMUST00000178349.2	Tcstv3
ENSMUST00000178421.8	Eci2
ENSMUST00000178439.3	Gm21959
ENSMUST00000178508.2	1700014D04Rik
ENSMUST00000178510.2	Tcstv1
ENSMUST00000178637.8	Zcchc9
ENSMUST00000178658.8	ENSMUSG00000121890
ENSMUST00000178715.3	Gm10784
ENSMUST00000178830.3	Gm21378
ENSMUST00000178835.3	Selenok-ps4
ENSMUST00000178948.2	Tmem267
ENSMUST00000178973.2	Nim1k
ENSMUST00000179046.3	Gm7426
ENSMUST00000179071.2	Gm20767
ENSMUST00000179078.9	Rfesd
ENSMUST00000179131.2	D13Ertd608e
ENSMUST00000179181.3	Trgc4
ENSMUST00000179230.3	Gm4076
ENSMUST00000179271.2	Tnpo1
ENSMUST00000179301.8	Tnpo1
ENSMUST00000179308.3	Edaradd
ENSMUST00000179324.2	Lncenc1
ENSMUST00000179367.3	Gm8674
ENSMUST00000179368.2	Zcchc9
ENSMUST00000179455.2	AF067063
ENSMUST00000179479.3	Hmgb1-ps9
ENSMUST00000179502.2	Gm21761
ENSMUST00000179519.3	Gm21963
ENSMUST00000179654.3	Gm21726
ENSMUST00000179660.2	Gm16416
ENSMUST00000179717.2	Gmds
ENSMUST00000179852.9	Tbc1d7
ENSMUST00000179869.3	Hmgcs1
ENSMUST00000179891.2	Trappc13
ENSMUST00000179905.2	AF067061
ENSMUST00000179981.3	Gm16505
ENSMUST00000180066.9	ENSMUSG00000121890
ENSMUST00000180110.9	Atxn1
ENSMUST00000180139.3	1700014D04Rik
ENSMUST00000180188.2	ENSMUSG00000121890
ENSMUST00000180224.3	Gm5445
ENSMUST00000180282.2	Fam240b
ENSMUST00000180288.2	H2bc24
ENSMUST00000180371.2	Lncenc1
ENSMUST00000180396.2	Rps18-ps4
ENSMUST00000180403.3	Gm26806
ENSMUST00000180409.2	9330111N05Rik
ENSMUST00000180422.2	Gm9625
ENSMUST00000180452.8	Gm26555
ENSMUST00000180491.2	6430562O15Rik
ENSMUST00000180507.2	Zfp493
ENSMUST00000180536.2	Zfp87
ENSMUST00000180543.8	Cdc20b
ENSMUST00000180567.9	2810429I04Rik
ENSMUST00000180580.9	Zfp874a
ENSMUST00000180626.2	Elmo1
ENSMUST00000180728.2	Gm26877
ENSMUST00000180767.2	Elmo1
ENSMUST00000180768.2	B020031M17Rik
ENSMUST00000180777.4	A330048O09Rik
ENSMUST00000180795.2	Gm26587
ENSMUST00000180807.3	Gm26861
ENSMUST00000180808.3	6430562O15Rik
ENSMUST00000180822.2	BC001981
ENSMUST00000180824.3	9430065F17Rik
ENSMUST00000180836.8	2810429I04Rik
ENSMUST00000180882.8	Gm26555
ENSMUST00000180894.2	A230107N01Rik
ENSMUST00000180906.2	1110046J04Rik
ENSMUST00000180908.9	9430065F17Rik
ENSMUST00000180921.2	A330033J07Rik
ENSMUST00000180940.2	Gm11353
ENSMUST00000181006.2	Gm26875
ENSMUST00000181011.2	Gm11395
ENSMUST00000181043.8	9330111N05Rik
ENSMUST00000181053.3	Gm49291
ENSMUST00000181054.4	A830009L08Rik
ENSMUST00000181071.8	Zfp429
ENSMUST00000181074.2	Ankdd1b
ENSMUST00000181076.2	Gm26645
ENSMUST00000181103.2	Gm4211
ENSMUST00000181117.8	Cdc20b
ENSMUST00000181118.2	Gm6556
ENSMUST00000181148.3	C430039J16Rik
ENSMUST00000181158.2	Zfp85os
ENSMUST00000181168.2	B430218F22Rik
ENSMUST00000181176.3	Gm26688
ENSMUST00000181246.2	Zfp273
ENSMUST00000181249.2	Gm7928
ENSMUST00000181276.8	Ankdd1b
ENSMUST00000181319.2	Zfp493
ENSMUST00000181341.2	Zfp87
ENSMUST00000181376.3	5033403F01Rik
ENSMUST00000181391.8	Zfp273
ENSMUST00000181403.4	1810034E14Rik
ENSMUST00000181419.2	Gm11392
ENSMUST00000181421.2	Gm11394
ENSMUST00000181426.4	Gm26639
ENSMUST00000181429.8	Elmo1
ENSMUST00000181490.4	6720427I07Rik
ENSMUST00000181508.2	9330111N05Rik
ENSMUST00000181516.2	Gm26806
ENSMUST00000181520.2	Gm17259
ENSMUST00000181528.2	4930528D03Rik
ENSMUST00000181553.2	4930544M13Rik
ENSMUST00000181568.8	Cdc20b
ENSMUST00000181570.3	ENSMUSG00000121485
ENSMUST00000181571.2	Gm26701
ENSMUST00000181573.2	Zfp87
ENSMUST00000181613.3	Ankdd1b
ENSMUST00000181629.2	4930550C17Rik
ENSMUST00000181690.2	Gm26844
ENSMUST00000181700.2	4930528D03Rik
ENSMUST00000181705.2	Gm55122
ENSMUST00000181708.2	2810429I04Rik
ENSMUST00000181741.2	Cdc20b
ENSMUST00000181742.3	Gm807
ENSMUST00000181748.2	AF067061
ENSMUST00000181761.2	Ankdd1b
ENSMUST00000181767.8	Zfp87
ENSMUST00000181800.3	1110046J04Rik
ENSMUST00000181822.2	Ankdd1b
ENSMUST00000181851.2	Gm26651
ENSMUST00000181892.9	Zfp748
ENSMUST00000181908.2	1700066J03Rik
ENSMUST00000181912.2	4930525G20Rik
ENSMUST00000181939.3	Gm26559
ENSMUST00000182104.2	Atp6ap1l
ENSMUST00000182156.2	Nup153
ENSMUST00000182176.2	Gm26956
ENSMUST00000182180.2	Sv2c
ENSMUST00000182187.2	Gm21232
ENSMUST00000182289.2	Sv2c
ENSMUST00000182295.2	Gm26943
ENSMUST00000182329.2	Gm7611
ENSMUST00000182358.2	Nup153
ENSMUST00000182385.2	Gm26927
ENSMUST00000182391.2	Gm26913
ENSMUST00000182392.2	Gm27025
ENSMUST00000182434.3	Gm8245
ENSMUST00000182446.2	Atp6ap1l
ENSMUST00000182465.2	Gm27036
ENSMUST00000182472.2	Gm6114
ENSMUST00000182477.3	Gm17750
ENSMUST00000182524.2	Gm2076
ENSMUST00000182568.3	1700029N11Rik
ENSMUST00000182661.2	Gm7251
ENSMUST00000182701.3	Mir9-2hg
ENSMUST00000182703.2	Gm26929
ENSMUST00000182788.2	Mir9-2hg
ENSMUST00000182798.2	Gm2445
ENSMUST00000182807.2	Gm27043
ENSMUST00000182830.2	Gm8513
ENSMUST00000182847.2	Gm4812
ENSMUST00000182914.2	Nup153
ENSMUST00000182932.2	Atp6ap1l
ENSMUST00000183033.2	Gm27044
ENSMUST00000183159.3	Gm6317
ENSMUST00000183162.8	Atp6ap1l
ENSMUST00000183171.2	A830082K12Rik
ENSMUST00000183198.4	Calm5
ENSMUST00000183250.2	Gm8756
ENSMUST00000183264.2	Gm27007
ENSMUST00000183299.3	Nup153
ENSMUST00000183407.2	Mocs2
ENSMUST00000183513.8	Il6st
ENSMUST00000183663.8	Il6st
ENSMUST00000183772.3	Kif27
ENSMUST00000183829.8	Il6st
ENSMUST00000183868.8	Il6st
ENSMUST00000183886.8	Il6st
ENSMUST00000184046.8	Mocs2
ENSMUST00000184214.8	Mocs2
ENSMUST00000184245.8	Mocs2
ENSMUST00000184271.2	Calm5
ENSMUST00000184276.8	Il6st
ENSMUST00000184282.2	Mocs2
ENSMUST00000184299.2	Pou6f2
ENSMUST00000184300.3	Pdlim7
ENSMUST00000184311.8	Il6st
ENSMUST00000184335.8	Mocs2
ENSMUST00000184369.2	Gm17190
ENSMUST00000184445.8	Il6st
ENSMUST00000184672.8	Mocs2
ENSMUST00000184781.8	Mocs2
ENSMUST00000184949.2	Il6st
ENSMUST00000184985.2	Otp
ENSMUST00000185052.6	Mef2c
ENSMUST00000185281.8	Mir9-2hg
ENSMUST00000185308.2	Gm29318
ENSMUST00000185314.2	Mast4
ENSMUST00000185475.3	Vmn1r205
ENSMUST00000185502.7	Spock1
ENSMUST00000185600.2	2810049E08Rik
ENSMUST00000185602.7	1700003P14Rik
ENSMUST00000185652.3	1810034E14Rik
ENSMUST00000185701.2	Pik3r1
ENSMUST00000185767.7	Taf9
ENSMUST00000185795.2	Pik3r1
ENSMUST00000185835.7	2810429I04Rik
ENSMUST00000185852.7	Msh3
ENSMUST00000185856.8	Gm28557
ENSMUST00000185901.2	Ak6
ENSMUST00000185905.2	Spock1
ENSMUST00000185947.2	Mast4
ENSMUST00000185954.3	Gm28557
ENSMUST00000185959.2	1700003P14Rik
ENSMUST00000185973.2	A230107N01Rik
ENSMUST00000185979.2	Gm29502
ENSMUST00000185993.2	Ipo11
ENSMUST00000185995.2	Gm28760
ENSMUST00000186005.2	Ipo11
ENSMUST00000186033.7	Ipo11
ENSMUST00000186062.3	Vmn1r189
ENSMUST00000186133.2	Gm29501
ENSMUST00000186134.2	Gm28707
ENSMUST00000186183.2	2810429I04Rik
ENSMUST00000186249.2	Gm21181
ENSMUST00000186271.7	Spock1
ENSMUST00000186303.7	Gm28557
ENSMUST00000186392.2	Msh3
ENSMUST00000186610.8	2810429I04Rik
ENSMUST00000186642.7	2810429I04Rik
ENSMUST00000186644.2	2310005E17Rik
ENSMUST00000186662.7	1700084F23Rik
ENSMUST00000186819.7	1700016G22Rik
ENSMUST00000186843.2	1700016G22Rik
ENSMUST00000186878.7	Msh3
ENSMUST00000186911.2	Gm21976
ENSMUST00000187009.7	Pik3r1
ENSMUST00000187024.2	Mast4
ENSMUST00000187093.2	Gm29458
ENSMUST00000187140.3	Vmn1r206
ENSMUST00000187196.7	Idi2l
ENSMUST00000187424.2	Msh3
ENSMUST00000187510.7	Chrm3
ENSMUST00000187530.3	Gm21761
ENSMUST00000187652.3	Gm28557
