gene_name	transcript_name	transcript_id	gene_id	protein_id	gencode_basic
Nxf7	Nxf7-202	ENSMUST00000113163.8	ENSMUSG00000031410.15	ENSMUSP00000108788.2	True
Nxf7	Nxf7-201	ENSMUST00000033784.13	ENSMUSG00000031410.15	ENSMUSP00000033784.7	True
Pramex1	Pramex1-201	ENSMUST00000113159.9	ENSMUSG00000031411.13	ENSMUSP00000108784.3	True
Tcp11x2	Tcp11x2-201	ENSMUST00000078605.7	ENSMUSG00000058252.7	ENSMUSP00000077676.7	True
Tmsb15a	Tmsb15a-201	ENSMUST00000073674.3	ENSMUSG00000060726.11	ENSMUSP00000073355.3	True
Tmsb15a	Tmsb15a-202	ENSMUST00000113154.8	ENSMUSG00000060726.11	ENSMUSP00000108779.2	True
Armcx5	Armcx5-201	ENSMUST00000096321.3	ENSMUSG00000072969.3	ENSMUSP00000094045.3	True
Gprasp1	Gprasp1-201	ENSMUST00000113144.8	ENSMUSG00000043384.16	ENSMUSP00000108769.2	True
Gprasp1	Gprasp1-202	ENSMUST00000113145.8	ENSMUSG00000043384.16	ENSMUSP00000108770.2	True
Gprasp1	Gprasp1-203	ENSMUST00000113147.8	ENSMUSG00000043384.16	ENSMUSP00000108772.2	True
Gprasp1	Gprasp1-206	ENSMUST00000166554.2	ENSMUSG00000043384.16	ENSMUSP00000132225.2	True
Bhlhb9	Bhlhb9-204	ENSMUST00000180025.8	ENSMUSG00000072964.15	ENSMUSP00000137213.2	True
Bhlhb9	Bhlhb9-201	ENSMUST00000068755.14	ENSMUSG00000072964.15	ENSMUSP00000068067.8	True
Gprasp2	Gprasp2-211	ENSMUST00000173804.8	ENSMUSG00000072966.12	ENSMUSP00000134666.2	True
Gprasp2	Gprasp2-201	ENSMUST00000113136.8	ENSMUSG00000072966.12	ENSMUSP00000108761.2	True
Arxes2	Arxes2-201	ENSMUST00000058119.9	ENSMUSG00000048040.9	ENSMUSP00000051250.8	True
Arxes1	Arxes1-201	ENSMUST00000057625.3	ENSMUSG00000048355.3	ENSMUSP00000062660.3	True
Bex2	Bex2-201	ENSMUST00000049130.8	ENSMUSG00000042750.8	ENSMUSP00000043113.8	True
Nxf3	Nxf3-201	ENSMUST00000080929.13	ENSMUSG00000057000.13	ENSMUSP00000079730.7	True
Bex4	Bex4-201	ENSMUST00000116527.2	ENSMUSG00000047844.4	ENSMUSP00000112226.2	True
Tceal8	Tceal8-204	ENSMUST00000163584.8	ENSMUSG00000051579.11	ENSMUSP00000129591.2	True
Tceal8	Tceal8-201	ENSMUST00000060101.10	ENSMUSG00000051579.11	ENSMUSP00000056189.4	True
Tceal5	Tceal5-201	ENSMUST00000066819.11	ENSMUSG00000054034.11	ENSMUSP00000065397.5	True
Bex1	Bex1-201	ENSMUST00000058125.9	ENSMUSG00000050071.9	ENSMUSP00000060005.9	True
Bex1	Bex1-203	ENSMUST00000113120.2	ENSMUSG00000050071.9	ENSMUSP00000108745.2	True
Bex1	Bex1-202	ENSMUST00000113118.2	ENSMUSG00000050071.9	ENSMUSP00000108743.2	True
Tceal7	Tceal7-201	ENSMUST00000113116.3	ENSMUSG00000079428.9	ENSMUSP00000108741.3	True
Tceal9	Tceal9-201	ENSMUST00000048687.11	ENSMUSG00000042712.11	ENSMUSP00000047474.5	True
Tceal9	Tceal9-202	ENSMUST00000113115.2	ENSMUSG00000042712.11	ENSMUSP00000108740.2	True
Bex3	Bex3-204	ENSMUST00000178632.8	ENSMUSG00000046432.13	ENSMUSP00000136952.2	True
Bex3	Bex3-201	ENSMUST00000053540.11	ENSMUSG00000046432.13	ENSMUSP00000063039.5	True
Bex3	Bex3-202	ENSMUST00000113112.2	ENSMUSG00000046432.13	ENSMUSP00000108737.2	True
Bex3	Bex3-203	ENSMUST00000113113.2	ENSMUSG00000046432.13	ENSMUSP00000108738.2	True
Kir3dl2	Kir3dl2-201	ENSMUST00000072125.6	ENSMUSG00000057439.13	ENSMUSP00000071994.6	True
Kir3dl2	Kir3dl2-202	ENSMUST00000113108.8	ENSMUSG00000057439.13	ENSMUSP00000108732.2	True
Kir3dl1	Kir3dl1-201	ENSMUST00000113104.8	ENSMUSG00000031424.17	ENSMUSP00000108728.2	True
Kir3dl1	Kir3dl1-202	ENSMUST00000113105.3	ENSMUSG00000031424.17	ENSMUSP00000108729.3	True
Tceal3	Tceal3-201	ENSMUST00000060904.11	ENSMUSG00000044550.12	ENSMUSP00000059401.5	True
Tceal3	Tceal3-202	ENSMUST00000113100.2	ENSMUSG00000044550.12	ENSMUSP00000108724.2	True
Tceal1	Tceal1-201	ENSMUST00000055104.6	ENSMUSG00000049536.6	ENSMUSP00000061875.6	True
Morf4l2	Morf4l2-201	ENSMUST00000033797.13	ENSMUSG00000031422.17	ENSMUSP00000033797.7	True
Morf4l2	Morf4l2-204	ENSMUST00000113097.8	ENSMUSG00000031422.17	ENSMUSP00000108720.2	True
Morf4l2	Morf4l2-214	ENSMUST00000166930.8	ENSMUSG00000031422.17	ENSMUSP00000126363.2	True
Morf4l2	Morf4l2-202	ENSMUST00000080411.13	ENSMUSG00000031422.17	ENSMUSP00000108722.4	True
Morf4l2	Morf4l2-215	ENSMUST00000169418.8	ENSMUSG00000031422.17	ENSMUSP00000132643.2	True
Morf4l2	Morf4l2-212	ENSMUST00000164609.8	ENSMUSG00000031422.17	ENSMUSP00000129774.2	True
Morf4l2	Morf4l2-213	ENSMUST00000166478.8	ENSMUSG00000031422.17	ENSMUSP00000131909.2	True
Glra4	Glra4-201	ENSMUST00000018739.5	ENSMUSG00000018595.7	ENSMUSP00000018739.5	True
Plp1	Plp1-201	ENSMUST00000033800.13	ENSMUSG00000031425.16	ENSMUSP00000033800.7	True
Plp1	Plp1-202	ENSMUST00000113085.2	ENSMUSG00000031425.16	ENSMUSP00000108708.2	True
Rab9b	Rab9b-201	ENSMUST00000058814.7	ENSMUSG00000043463.7	ENSMUSP00000049739.7	True
H2bw2	H2bw2-201	ENSMUST00000059808.5	ENSMUSG00000048155.5	ENSMUSP00000055261.4	True
Tmsb15l	Tmsb15l-201	ENSMUST00000127404.8	ENSMUSG00000072955.15	ENSMUSP00000118704.2	True
Tmsb15b2	Tmsb15b2-201	ENSMUST00000069803.5	ENSMUSG00000089996.8	ENSMUSP00000063549.5	True
Tmsb15b1	Tmsb15b1-201	ENSMUST00000113071.2	ENSMUSG00000089768.3	ENSMUSP00000108694.2	True
Slc25a53	Slc25a53-202	ENSMUST00000113069.9	ENSMUSG00000044348.16	ENSMUSP00000108692.3	True
Slc25a53	Slc25a53-213	ENSMUST00000171738.2	ENSMUSG00000044348.16	ENSMUSP00000132572.2	True
Zcchc18	Zcchc18-203	ENSMUST00000113067.8	ENSMUSG00000031428.12	ENSMUSP00000108690.2	True
Zcchc18	Zcchc18-202	ENSMUST00000101227.3	ENSMUSG00000031428.12	ENSMUSP00000098788.3	True
Zcchc18	Zcchc18-201	ENSMUST00000033804.5	ENSMUSG00000031428.12	ENSMUSP00000033804.5	True
Fam199x	Fam199x-201	ENSMUST00000047852.8	ENSMUSG00000042595.8	ENSMUSP00000045544.8	True
Esx1	Esx1-202	ENSMUST00000113066.9	ENSMUSG00000023443.14	ENSMUSP00000108689.3	True
Esx1	Esx1-201	ENSMUST00000074698.3	ENSMUSG00000023443.14	ENSMUSP00000074262.3	True
Il1rapl2	Il1rapl2-202	ENSMUST00000113063.8	ENSMUSG00000059203.11	ENSMUSP00000108686.2	True
Il1rapl2	Il1rapl2-201	ENSMUST00000075471.4	ENSMUSG00000059203.11	ENSMUSP00000074917.4	True
Tex13a	Tex13a-201	ENSMUST00000096314.3	ENSMUSG00000071686.3	ENSMUSP00000094038.3	True
Nrk	Nrk-201	ENSMUST00000064937.14	ENSMUSG00000052854.16	ENSMUSP00000063397.8	True
Nrk	Nrk-202	ENSMUST00000113052.8	ENSMUSG00000052854.16	ENSMUSP00000108675.2	True
Serpina7	Serpina7-201	ENSMUST00000033626.15	ENSMUSG00000031271.15	ENSMUSP00000033626.9	True
Serpina7	Serpina7-202	ENSMUST00000060824.4	ENSMUSG00000031271.15	ENSMUSP00000056166.3	True
4933428M09Rik	4933428M09Rik-201	ENSMUST00000113046.2	ENSMUSG00000042525.6	ENSMUSP00000108669.2	True
Pwwp3b	Pwwp3b-203	ENSMUST00000113043.8	ENSMUSG00000042515.14	ENSMUSP00000108666.2	True
Pwwp3b	Pwwp3b-204	ENSMUST00000113045.9	ENSMUSG00000042515.14	ENSMUSP00000108668.3	True
Pwwp3b	Pwwp3b-201	ENSMUST00000113041.9	ENSMUSG00000042515.14	ENSMUSP00000108664.3	True
Pwwp3b	Pwwp3b-202	ENSMUST00000113042.3	ENSMUSG00000042515.14	ENSMUSP00000108665.3	True
Trap1a	Trap1a-201	ENSMUST00000054534.4	ENSMUSG00000051257.4	ENSMUSP00000059448.4	True
Radx	Radx-201	ENSMUST00000046763.13	ENSMUSG00000042498.17	ENSMUSP00000046045.7	True
Radx	Radx-202	ENSMUST00000113030.3	ENSMUSG00000042498.17	ENSMUSP00000108653.3	True
Rnf128	Rnf128-202	ENSMUST00000113027.8	ENSMUSG00000031438.12	ENSMUSP00000108650.2	True
Rnf128	Rnf128-201	ENSMUST00000113026.2	ENSMUSG00000031438.12	ENSMUSP00000108649.2	True
Tbc1d8b	Tbc1d8b-201	ENSMUST00000096313.4	ENSMUSG00000042473.9	ENSMUSP00000094036.4	True
Ripply1	Ripply1-201	ENSMUST00000101217.4	ENSMUSG00000072945.4	ENSMUSP00000098778.4	True
Cldn2	Cldn2-201	ENSMUST00000054889.4	ENSMUSG00000047230.7	ENSMUSP00000054219.4	True
Morc4	Morc4-201	ENSMUST00000033811.14	ENSMUSG00000031434.16	ENSMUSP00000033811.8	True
Morc4	Morc4-202	ENSMUST00000087401.12	ENSMUSG00000031434.16	ENSMUSP00000084663.6	True
Rbm41	Rbm41-202	ENSMUST00000087400.12	ENSMUSG00000031433.16	ENSMUSP00000084662.6	True
Rbm41	Rbm41-204	ENSMUST00000113011.9	ENSMUSG00000031433.16	ENSMUSP00000108634.3	True
Rbm41	Rbm41-203	ENSMUST00000113007.8	ENSMUSG00000031433.16	ENSMUSP00000108631.2	True
Rbm41	Rbm41-201	ENSMUST00000033810.8	ENSMUSG00000031433.16	ENSMUSP00000033810.8	True
Nup62cl	Nup62cl-201	ENSMUST00000101212.9	ENSMUSG00000072944.12	ENSMUSP00000098772.3	True
Dnaaf6	Dnaaf6-201	ENSMUST00000044806.3	ENSMUSG00000042433.3	ENSMUSP00000048754.3	True
Frmpd3	Frmpd3-203	ENSMUST00000208130.2	ENSMUSG00000042425.19	ENSMUSP00000146983.2	True
Prps1	Prps1-201	ENSMUST00000033809.4	ENSMUSG00000031432.4	ENSMUSP00000033809.4	True
Tsc22d3	Tsc22d3-201	ENSMUST00000055738.12	ENSMUSG00000031431.14	ENSMUSP00000062589.5	True
Tsc22d3	Tsc22d3-203	ENSMUST00000112996.9	ENSMUSG00000031431.14	ENSMUSP00000108620.3	True
Tsc22d3	Tsc22d3-204	ENSMUST00000123898.2	ENSMUSG00000031431.14	ENSMUSP00000123569.2	True
Mid2	Mid2-202	ENSMUST00000112990.8	ENSMUSG00000000266.12	ENSMUSP00000108614.2	True
Mid2	Mid2-201	ENSMUST00000112988.8	ENSMUSG00000000266.12	ENSMUSP00000108612.2	True
Mid2	Mid2-203	ENSMUST00000112993.2	ENSMUSG00000000266.12	ENSMUSP00000108617.2	True
Tex13b	Tex13b-201	ENSMUST00000044179.8	ENSMUSG00000042386.8	ENSMUSP00000046203.8	True
Vsig1	Vsig1-201	ENSMUST00000033806.5	ENSMUSG00000031430.9	ENSMUSP00000033806.5	True
Psmd10	Psmd10-201	ENSMUST00000033805.15	ENSMUSG00000031429.15	ENSMUSP00000033805.9	True
Psmd10	Psmd10-202	ENSMUST00000112978.2	ENSMUSG00000031429.15	ENSMUSP00000108602.2	True
Atg4a	Atg4a-201	ENSMUST00000112971.2	ENSMUSG00000079418.6	ENSMUSP00000108595.2	True
Atg4a	Atg4a-204	ENSMUST00000239541.1	ENSMUSG00000079418.6	ENSMUSP00000159430.2	True
Col4a6	Col4a6-201	ENSMUST00000101205.3	ENSMUSG00000031273.17	ENSMUSP00000098765.3	True
Col4a5	Col4a5-202	ENSMUST00000112931.8	ENSMUSG00000031274.17	ENSMUSP00000108553.2	True
Col4a5	Col4a5-201	ENSMUST00000112930.8	ENSMUSG00000031274.17	ENSMUSP00000108552.2	True
Irs4	Irs4-201	ENSMUST00000067841.8	ENSMUSG00000054667.8	ENSMUSP00000067085.8	True
Gucy2f	Gucy2f-201	ENSMUST00000042530.4	ENSMUSG00000042282.5	ENSMUSP00000044521.4	True
Nxt2	Nxt2-204	ENSMUST00000112916.9	ENSMUSG00000042271.14	ENSMUSP00000108538.3	True
Nxt2	Nxt2-201	ENSMUST00000042329.12	ENSMUSG00000042271.14	ENSMUSP00000048221.6	True
Nxt2	Nxt2-203	ENSMUST00000112914.8	ENSMUSG00000042271.14	ENSMUSP00000108536.2	True
Nxt2	Nxt2-202	ENSMUST00000112913.2	ENSMUSG00000042271.14	ENSMUSP00000108535.2	True
Kcne5	Kcne5-201	ENSMUST00000134825.3	ENSMUSG00000090122.4	ENSMUSP00000127773.2	True
Acsl4	Acsl4-204	ENSMUST00000112907.8	ENSMUSG00000031278.13	ENSMUSP00000108528.2	True
Acsl4	Acsl4-202	ENSMUST00000112903.8	ENSMUSG00000031278.13	ENSMUSP00000108524.2	True
Acsl4	Acsl4-203	ENSMUST00000112904.8	ENSMUSG00000031278.13	ENSMUSP00000108525.2	True
Acsl4	Acsl4-201	ENSMUST00000033634.5	ENSMUSG00000031278.13	ENSMUSP00000033634.5	True
Tmem164	Tmem164-204	ENSMUST00000112889.8	ENSMUSG00000047045.18	ENSMUSP00000108510.2	True
Tmem164	Tmem164-202	ENSMUST00000101198.9	ENSMUSG00000047045.18	ENSMUSP00000098759.3	True
Tmem164	Tmem164-205	ENSMUST00000112891.8	ENSMUSG00000047045.18	ENSMUSP00000108512.2	True
Tmem164	Tmem164-201	ENSMUST00000087333.9	ENSMUSG00000047045.18	ENSMUSP00000084591.3	True
Tmem164	Tmem164-206	ENSMUST00000112896.9	ENSMUSG00000047045.18	ENSMUSP00000108517.3	True
Tmem164	Tmem164-203	ENSMUST00000112888.2	ENSMUSG00000047045.18	ENSMUSP00000108509.2	True
Ammecr1	Ammecr1-201	ENSMUST00000041317.3	ENSMUSG00000042225.4	ENSMUSP00000036085.3	True
Rtl9	Rtl9-201	ENSMUST00000165829.4	ENSMUSG00000085584.5	ENSMUSP00000128287.2	True
Chrdl1	Chrdl1-201	ENSMUST00000063029.13	ENSMUSG00000031283.18	ENSMUSP00000056193.7	True
Chrdl1	Chrdl1-203	ENSMUST00000112878.9	ENSMUSG00000031283.18	ENSMUSP00000108499.3	True
Chrdl1	Chrdl1-202	ENSMUST00000074660.12	ENSMUSG00000031283.18	ENSMUSP00000074230.6	True
Pak3	Pak3-201	ENSMUST00000033640.14	ENSMUSG00000031284.17	ENSMUSP00000033640.8	True
Pak3	Pak3-205	ENSMUST00000112868.8	ENSMUSG00000031284.17	ENSMUSP00000108489.2	True
Pak3	Pak3-204	ENSMUST00000112865.8	ENSMUSG00000031284.17	ENSMUSP00000108486.2	True
Pak3	Pak3-202	ENSMUST00000112863.8	ENSMUSG00000031284.17	ENSMUSP00000108484.2	True
Pak3	Pak3-203	ENSMUST00000112864.8	ENSMUSG00000031284.17	ENSMUSP00000108485.2	True
Pak3	Pak3-210	ENSMUST00000172330.3	ENSMUSG00000031284.17	ENSMUSP00000126562.3	True
Capn6	Capn6-201	ENSMUST00000087316.6	ENSMUSG00000067276.6	ENSMUSP00000084573.6	True
Dcx	Dcx-201	ENSMUST00000033642.10	ENSMUSG00000031285.15	ENSMUSP00000033642.4	True
Dcx	Dcx-203	ENSMUST00000112851.8	ENSMUSG00000031285.15	ENSMUSP00000108472.2	True
Dcx	Dcx-202	ENSMUST00000087313.10	ENSMUSG00000031285.15	ENSMUSP00000084570.4	True
Dcx	Dcx-204	ENSMUST00000112856.3	ENSMUSG00000031285.15	ENSMUSP00000108477.3	True
Sertm2	Sertm2-201	ENSMUST00000135687.2	ENSMUSG00000085139.2	ENSMUSP00000148011.2	True
Alg13	Alg13-202	ENSMUST00000070801.11	ENSMUSG00000041718.17	ENSMUSP00000068403.5	True
Alg13	Alg13-215	ENSMUST00000238864.2	ENSMUSG00000041718.17	ENSMUSP00000159009.2	True
Alg13	Alg13-203	ENSMUST00000123710.8	ENSMUSG00000041718.17	ENSMUSP00000126052.3	True
Alg13	Alg13-207	ENSMUST00000149330.8	ENSMUSG00000041718.17	ENSMUSP00000130514.3	True
Trpc5	Trpc5-201	ENSMUST00000040184.4	ENSMUSG00000041710.5	ENSMUSP00000049063.4	True
Trpc5os	Trpc5os-201	ENSMUST00000155206.8	ENSMUSG00000072934.11	ENSMUSP00000148184.2	True
Trpc5os	Trpc5os-202	ENSMUST00000178233.2	ENSMUSG00000072934.11	ENSMUSP00000147698.2	True
Rtl4	Rtl4-202	ENSMUST00000112843.2	ENSMUSG00000071679.5	ENSMUSP00000108462.2	True
Rtl4	Rtl4-201	ENSMUST00000096301.5	ENSMUSG00000071679.5	ENSMUSP00000108463.3	True
Lhfpl1	Lhfpl1-201	ENSMUST00000040084.10	ENSMUSG00000041700.10	ENSMUSP00000044054.10	True
Amot	Amot-202	ENSMUST00000112836.9	ENSMUSG00000041688.17	ENSMUSP00000108455.3	True
Amot	Amot-201	ENSMUST00000112835.8	ENSMUSG00000041688.17	ENSMUSP00000108454.2	True
Htr2c	Htr2c-201	ENSMUST00000036303.9	ENSMUSG00000041380.14	ENSMUSP00000043936.3	True
Htr2c	Htr2c-202	ENSMUST00000096299.9	ENSMUSG00000041380.14	ENSMUSP00000094021.3	True
Htr2c	Htr2c-207	ENSMUST00000156697.8	ENSMUSG00000041380.14	ENSMUSP00000138772.2	True
Htr2c	Htr2c-203	ENSMUST00000112831.3	ENSMUSG00000041380.14	ENSMUSP00000108450.3	True
Il13ra2	Il13ra2-201	ENSMUST00000033646.9	ENSMUSG00000031289.11	ENSMUSP00000033646.3	True
Il13ra2	Il13ra2-202	ENSMUST00000112827.2	ENSMUSG00000031289.11	ENSMUSP00000108446.2	True
Vmn1r239-ps	Vmn1r239-ps-201	ENSMUST00000127465.3	ENSMUSG00000067262.11	ENSMUSP00000158116.2	True
Lrch2	Lrch2-201	ENSMUST00000112819.9	ENSMUSG00000031290.15	ENSMUSP00000108438.3	True
Gm15128	Gm15128-201	ENSMUST00000112814.8	ENSMUSG00000095872.8	ENSMUSP00000108433.2	True
Gm15128	Gm15128-202	ENSMUST00000178833.2	ENSMUSG00000095872.8	ENSMUSP00000136038.2	True
Gm15080	Gm15080-201	ENSMUST00000112804.3	ENSMUSG00000072931.5	ENSMUSP00000108423.3	True
Gm15107	Gm15107-201	ENSMUST00000112796.2	ENSMUSG00000072930.4	ENSMUSP00000108416.2	True
Gm15114	Gm15114-201	ENSMUST00000112788.4	ENSMUSG00000079395.4	ENSMUSP00000108408.4	True
Gm15127	Gm15127-201	ENSMUST00000101186.10	ENSMUSG00000096834.9	ENSMUSP00000098746.4	True
Gm15127	Gm15127-202	ENSMUST00000112753.4	ENSMUSG00000096834.9	ENSMUSP00000108373.4	True
Luzp4	Luzp4-201	ENSMUST00000101185.10	ENSMUSG00000079387.11	ENSMUSP00000098745.4	True
Luzp4	Luzp4-202	ENSMUST00000163338.2	ENSMUSG00000079387.11	ENSMUSP00000126473.2	True
Ott	Ott-203	ENSMUST00000179348.8	ENSMUSG00000094885.8	ENSMUSP00000135957.2	True
Ott	Ott-202	ENSMUST00000177606.8	ENSMUSG00000094885.8	ENSMUSP00000136694.2	True
Ott	Ott-201	ENSMUST00000177554.2	ENSMUSG00000094885.8	ENSMUSP00000137360.2	True
Gm15093	Gm15093-201	ENSMUST00000179021.2	ENSMUSG00000094941.2	ENSMUSP00000136661.2	True
Gm15085	Gm15085-201	ENSMUST00000178169.2	ENSMUSG00000095621.2	ENSMUSP00000137569.2	True
Gm10439	Gm10439-201	ENSMUST00000101181.5	ENSMUSG00000072923.7	ENSMUSP00000098741.5	True
Gm15097	Gm15097-201	ENSMUST00000101180.8	ENSMUSG00000094378.8	ENSMUSP00000098740.2	True
Gm15097	Gm15097-202	ENSMUST00000112741.4	ENSMUSG00000094378.8	ENSMUSP00000108361.4	True
Gm15091	Gm15091-201	ENSMUST00000112740.2	ENSMUSG00000095082.2	ENSMUSP00000108360.2	True
Tmem29	Tmem29-201	ENSMUST00000059256.8	ENSMUSG00000041353.13	ENSMUSP00000053632.2	True
Tmem29	Tmem29-212	ENSMUST00000173996.8	ENSMUSG00000041353.13	ENSMUSP00000134594.2	True
Tmem29	Tmem29-211	ENSMUST00000163233.2	ENSMUSG00000041353.13	ENSMUSP00000132541.2	True
Apex2	Apex2-205	ENSMUST00000112725.8	ENSMUSG00000025269.17	ENSMUSP00000108345.2	True
Apex2	Apex2-206	ENSMUST00000112727.10	ENSMUSG00000025269.17	ENSMUSP00000108347.4	True
Apex2	Apex2-203	ENSMUST00000112720.8	ENSMUSG00000025269.17	ENSMUSP00000108340.2	True
Apex2	Apex2-204	ENSMUST00000112721.10	ENSMUSG00000025269.17	ENSMUSP00000108341.4	True
Apex2	Apex2-201	ENSMUST00000026303.16	ENSMUSG00000025269.17	ENSMUSP00000026303.10	True
Apex2	Apex2-202	ENSMUST00000112719.2	ENSMUSG00000025269.17	ENSMUSP00000108339.2	True
Alas2	Alas2-201	ENSMUST00000066337.13	ENSMUSG00000025270.14	ENSMUSP00000066040.7	True
Alas2	Alas2-202	ENSMUST00000112715.2	ENSMUSG00000025270.14	ENSMUSP00000108335.2	True
Pfkfb1	Pfkfb1-201	ENSMUST00000080884.11	ENSMUSG00000025271.14	ENSMUSP00000079692.5	True
Pfkfb1	Pfkfb1-202	ENSMUST00000112713.3	ENSMUSG00000025271.14	ENSMUSP00000108333.3	True
Tro	Tro-203	ENSMUST00000112709.8	ENSMUSG00000025272.17	ENSMUSP00000108329.2	True
Tro	Tro-202	ENSMUST00000087258.10	ENSMUSG00000025272.17	ENSMUSP00000084513.4	True
Tro	Tro-205	ENSMUST00000151403.9	ENSMUSG00000025272.17	ENSMUSP00000120457.3	True
Tro	Tro-201	ENSMUST00000087253.11	ENSMUSG00000025272.17	ENSMUSP00000084508.5	True
Tro	Tro-207	ENSMUST00000163969.8	ENSMUSG00000025272.17	ENSMUSP00000126054.2	True
Tro	Tro-208	ENSMUST00000164071.2	ENSMUSG00000025272.17	ENSMUSP00000126042.2	True
Maged2	Maged2-203	ENSMUST00000112699.9	ENSMUSG00000025268.16	ENSMUSP00000108319.3	True
Maged2	Maged2-204	ENSMUST00000112700.8	ENSMUSG00000025268.16	ENSMUSP00000108320.2	True
Maged2	Maged2-201	ENSMUST00000026302.13	ENSMUSG00000025268.16	ENSMUSP00000026302.7	True
Maged2	Maged2-202	ENSMUST00000112697.10	ENSMUSG00000025268.16	ENSMUSP00000108317.4	True
Gnl3l	Gnl3l-202	ENSMUST00000112691.9	ENSMUSG00000025266.12	ENSMUSP00000108311.3	True
Gnl3l	Gnl3l-201	ENSMUST00000026297.12	ENSMUSG00000025266.12	ENSMUSP00000026297.6	True
Fgd1	Fgd1-202	ENSMUST00000112685.8	ENSMUSG00000025265.15	ENSMUSP00000108305.2	True
Fgd1	Fgd1-201	ENSMUST00000026296.8	ENSMUSG00000025265.15	ENSMUSP00000026296.8	True
Tsr2	Tsr2-202	ENSMUST00000112683.9	ENSMUSG00000025264.13	ENSMUSP00000108303.3	True
Tsr2	Tsr2-201	ENSMUST00000026295.10	ENSMUSG00000025264.13	ENSMUSP00000026295.4	True
Wnk3	Wnk3-205	ENSMUST00000184730.8	ENSMUSG00000041245.15	ENSMUSP00000138822.2	True
Wnk3	Wnk3-204	ENSMUST00000184392.8	ENSMUSG00000041245.15	ENSMUSP00000139037.2	True
Fam120c	Fam120c-201	ENSMUST00000073364.6	ENSMUSG00000025262.9	ENSMUSP00000073082.6	True
Phf8	Phf8-204	ENSMUST00000112666.8	ENSMUSG00000041229.16	ENSMUSP00000108285.2	True
Phf8	Phf8-203	ENSMUST00000112662.9	ENSMUSG00000041229.16	ENSMUSP00000108281.3	True
Phf8	Phf8-211	ENSMUST00000168501.8	ENSMUSG00000041229.16	ENSMUSP00000127653.2	True
Phf8	Phf8-206	ENSMUST00000112670.8	ENSMUSG00000041229.16	ENSMUSP00000108289.2	True
Phf8	Phf8-202	ENSMUST00000046962.11	ENSMUSG00000041229.16	ENSMUSP00000041312.5	True
Phf8	Phf8-205	ENSMUST00000112668.9	ENSMUSG00000041229.16	ENSMUSP00000108287.3	True
Phf8	Phf8-201	ENSMUST00000046950.13	ENSMUSG00000041229.16	ENSMUSP00000040765.7	True
Huwe1	Huwe1-201	ENSMUST00000026292.15	ENSMUSG00000025261.19	ENSMUSP00000026292.9	True
Huwe1	Huwe1-202	ENSMUST00000112622.8	ENSMUSG00000025261.19	ENSMUSP00000108241.2	True
Hsd17b10	Hsd17b10-201	ENSMUST00000026289.10	ENSMUSG00000025260.11	ENSMUSP00000026289.4	True
Hsd17b10	Hsd17b10-202	ENSMUST00000112617.4	ENSMUSG00000025260.11	ENSMUSP00000108236.4	True
Ribc1	Ribc1-201	ENSMUST00000026288.5	ENSMUSG00000025257.6	ENSMUSP00000026288.5	True
Smc1a	Smc1a-201	ENSMUST00000045312.6	ENSMUSG00000041133.12	ENSMUSP00000044645.6	True
Iqsec2	Iqsec2-207	ENSMUST00000168786.9	ENSMUSG00000041115.19	ENSMUSP00000127249.2	True
Iqsec2	Iqsec2-202	ENSMUST00000112604.8	ENSMUSG00000041115.19	ENSMUSP00000108223.2	True
Iqsec2	Iqsec2-203	ENSMUST00000112605.8	ENSMUSG00000041115.19	ENSMUSP00000108224.2	True
Iqsec2	Iqsec2-208	ENSMUST00000249244.1	ENSMUSG00000041115.19	ENSMUSP00000159624.1	True
Iqsec2	Iqsec2-204	ENSMUST00000128724.8	ENSMUSG00000041115.19	ENSMUSP00000159485.1	True
Iqsec2	Iqsec2-205	ENSMUST00000146835.8	ENSMUSG00000041115.19	ENSMUSP00000159486.1	True
Iqsec2	Iqsec2-201	ENSMUST00000096275.5	ENSMUSG00000041115.19	ENSMUSP00000093995.5	True
Kdm5c	Kdm5c-202	ENSMUST00000112584.8	ENSMUSG00000025332.15	ENSMUSP00000108203.2	True
Kdm5c	Kdm5c-203	ENSMUST00000112588.9	ENSMUSG00000025332.15	ENSMUSP00000108207.3	True
Kdm5c	Kdm5c-201	ENSMUST00000082177.13	ENSMUSG00000025332.15	ENSMUSP00000080814.7	True
Kantr	Kantr-207	ENSMUST00000195280.3	ENSMUSG00000087403.10	ENSMUSP00000151626.2	True
Tspyl2	Tspyl2-201	ENSMUST00000044509.7	ENSMUSG00000041096.14	ENSMUSP00000046782.7	True
Gpr173	Gpr173-201	ENSMUST00000070316.12	ENSMUSG00000056679.14	ENSMUSP00000065533.6	True
Cldn34a	Cldn34a-202	ENSMUST00000238455.2	ENSMUSG00000091863.3	ENSMUSP00000158756.2	True
Cldn34a	Cldn34a-201	ENSMUST00000164764.2	ENSMUSG00000091863.3	ENSMUSP00000128513.2	True
Shroom2	Shroom2-202	ENSMUST00000101141.9	ENSMUSG00000045180.14	ENSMUSP00000098701.3	True
Shroom2	Shroom2-201	ENSMUST00000062317.5	ENSMUSG00000045180.14	ENSMUSP00000057500.5	True
Gpr143	Gpr143-201	ENSMUST00000026383.4	ENSMUSG00000025333.11	ENSMUSP00000026383.4	True
Usp51	Usp51-201	ENSMUST00000095755.4	ENSMUSG00000067215.6	ENSMUSP00000093427.4	True
